,id_transcricao,data_reuniao,setor,porte_empresa,canal,produto_principal,transcricao,risco_de_churn,oportunidade_upsell,mencao_concorrente
321,T0322,2026-06-21 00:00:00,Construção,Pequena,Zoom,Fluig,durante reuniao empresa setor construcao porte pequena cliente relatou utiliza principalmente modulo fluig demonstrou abertura piloto dashboard gerencial alem disso relatou sistema apresentou instabilidade momento critico operacao relatou concorrente ofereceu condicoes comerciais vantajosas escopo proxima etapa sera consolidar requisitos priorizar entregas,1,0,1
322,T0323,2026-07-20 00:00:00,Educação,Grande,Presencial,BI,durante reuniao empresa setor educacao porte grande equipe comercial observou utiliza principalmente modulo bi grupo revisou perfis acesso regras negocio alem disso validada necessidade treinamento usuarioschave time interno considera importante acelerar adocao usuarios finais partes alinharam retorno ate duas semanas,0,0,0
323,T0324,2026-06-12 00:00:00,Construção,Pequena,Zoom,Protheus,durante reuniao empresa setor construcao porte pequena analista ti afirmou utiliza principalmente modulo protheus equipe validou escopo projeto proxima fase alem disso discutidos responsaveis prazos proximos passos comentou recebeu cotacao senior sistemas condicoes atrativas cliente espera melhoria perceptivel antes ampliar escopo,0,0,1
324,T0325,2026-08-01 00:00:00,Distribuição,Pequena,Zoom,Financeiro,durante reuniao empresa setor distribuicao porte pequena cliente relatou utiliza principalmente modulo financeiro manifestou interesse expandir uso sistema outras unidades alem disso validada necessidade treinamento usuarioschave conversa reforcou necessidade padronizacao cadastro qualidade dados decisao dependera percepcao valor proximas semanas,0,1,0
325,T0326,2026-08-18 00:00:00,Serviços,Pequena,Google Meet,Manufatura,durante reuniao empresa setor servicos porte pequena gestor comentou utiliza principalmente modulo manufatura revisao indicadores serao acompanhados alem disso demonstrou abertura piloto dashboard gerencial citou oracle netsuite fez contato oferecendo pacote similar ficou definido followup proxima quinzena,0,0,1
326,T0327,2026-04-25 00:00:00,Saúde,Grande,Google Meet,Fiscal,durante reuniao empresa setor saude porte grande analista ti afirmou utiliza principalmente modulo fiscal comentou diretoria questiona valor entregue alem disso interesse ampliar uso sistema relatou concorrente ofereceu condicoes comerciais vantajosas escopo partes alinharam retorno ate duas semanas,1,1,1
327,T0328,2026-05-31 00:00:00,Varejo,Média,Zoom,Manufatura,durante reuniao empresa setor varejo porte media head tecnologia ressaltou utiliza principalmente modulo manufatura time revisou relatorios operacionais ultimo mes alem disso feita retrospectiva entregas ultimo trimestre time tecnico reforcou importancia manter base dados atualizada sugerida prova conceito validar aderencia,0,0,0
328,T0329,2026-05-25 00:00:00,Distribuição,Pequena,Zoom,Manufatura,durante reuniao empresa setor distribuicao porte pequena diretora financeira explicou utiliza principalmente modulo manufatura equipe alinhou cronograma nova rodada testes alem disso sinalizou disposicao investir novo modulo ainda ano equipe destacou importancia documentar bem processos internos decisao dependera percepcao valor proximas semanas,0,1,0
329,T0330,2026-07-11 00:00:00,Tecnologia,Média,Google Meet,Fiscal,durante reuniao empresa setor tecnologia porte media time atendimento apontou utiliza principalmente modulo fiscal feita retrospectiva entregas ultimo trimestre alem disso reuniao foco mapeamento processo atual cliente mencionou avaliando proposta comercial sap partes alinharam retorno ate duas semanas,0,0,1
330,T0331,2026-04-26 00:00:00,Saúde,Grande,Zoom,ERP,durante reuniao empresa setor saude porte grande gerente projetos pontuou utiliza principalmente modulo erp discutidos responsaveis prazos proximos passos alem disso grupo revisou perfis acesso regras negocio lideranca quer evidencias quantitativas antes decidir expansao partes alinharam retorno ate duas semanas,0,0,0
331,T0332,2026-07-13 00:00:00,Educação,Grande,,Manufatura,durante reuniao empresa setor educacao porte grande equipe comercial observou utiliza principalmente modulo manufatura grupo revisou perfis acesso regras negocio alem disso listadas pendencias proxima sprint mencionado concorrencia apresentou proposta agressiva ficou definido followup proxima quinzena,0,0,1
332,T0333,2026-06-17 00:00:00,Construção,Média,Presencial,Analytics,durante reuniao empresa setor construcao porte media gerente projetos pontuou utiliza principalmente modulo analytics demonstrou interesse ampliar numero licencas usuarios alem disso demonstrou abertura piloto dashboard gerencial ficou registrada necessidade revisar relatorios fiscais mensais time pediu acompanhamento quinzenal medir evolucao,0,1,0
333,T0334,2026-05-25 00:00:00,Serviços,Grande,Presencial,Fiscal,durante reuniao empresa setor servicos porte grande gerente projetos pontuou utiliza principalmente modulo fiscal feita retrospectiva entregas ultimo trimestre alem disso informou confianca equipe sistema caiu ultimos meses relatou concorrente ofereceu condicoes comerciais vantajosas escopo sugerida prova conceito validar aderencia diretoria pediu visao consolidada indicadores especialmente receita margem inadimplencia,1,0,1
334,T0335,2026-04-08 00:00:00,Educação,Pequena,Teams,Protheus,durante reuniao empresa setor educacao porte pequena gerente rh informou utiliza principalmente modulo protheus revisao indicadores serao acompanhados alem disso citou insatisfacao suporte ultimo mes tambem apareceu necessidade melhorar visibilidade indicadores diretoria ficou combinado retornar plano acao nova demonstracao,1,0,0
335,T0336,2026-05-02 00:00:00,Indústria,Pequena,Google Meet,CRM,durante reuniao empresa setor industria porte pequena supervisor fiscal comentou utiliza principalmente modulo crm revisao indicadores serao acompanhados alem disso demonstrou abertura piloto dashboard gerencial equipe destacou importancia documentar bem processos internos time pediu acompanhamento quinzenal medir evolucao,0,0,0
336,T0337,2026-04-24 00:00:00,Construção,Pequena,Presencial,Protheus,durante reuniao empresa setor construcao porte pequena cliente relatou utiliza principalmente modulo protheus feita retrospectiva entregas ultimo trimestre alem disso solicitou apresentacao funcionalidades avancadas bi time interno considera importante acelerar adocao usuarios finais ficou combinado retornar plano acao nova demonstracao,0,1,0
337,T0338,2026-04-03 00:00:00,Varejo,Pequena,Teams,RH,durante reuniao empresa setor varejo porte pequena lider operacoes declarou utiliza principalmente modulo rh mencionou risco cancelamento problema persistir alem disso demonstrou interesse ampliar numero licencas usuarios equipe destacou importancia documentar bem processos internos decisao dependera percepcao valor proximas semanas,1,1,0
338,T0339,2026-06-29 00:00:00,Varejo,Média,Teams,CRM,durante reuniao empresa setor varejo porte media responsavel projeto destacou utiliza principalmente modulo crm equipe validou escopo projeto proxima fase alem disso demonstrou interesse conhecer modulo manufatura existe expectativa ganho produtividade automacao fluxo aprovacao time pediu acompanhamento quinzenal medir evolucao,0,1,0
339,T0340,2026-08-02 00:00:00,Saúde,Média,Google Meet,Fluig,durante reuniao empresa setor saude porte media gerente projetos pontuou utiliza principalmente modulo fluig perguntou sobre possibilidade contratar modulo rh alem disso cliente pediu documentacao tecnica complementar time interno considera importante acelerar adocao usuarios finais sugerida prova conceito validar aderencia,0,1,0
340,T0341,2026-07-13 00:00:00,Logística,Grande,Teams,Protheus,durante reuniao empresa setor logistica porte grande diretor ti ressaltou utiliza principalmente modulo protheus disse recebeu reclamacoes internas sobre qualidade suporte alem disso manifestou interesse expandir uso sistema outras unidades area negocio pediu alertas automaticos acompanhar desvios criticos partes alinharam retorno ate duas semanas,1,1,0
341,T0342,2026-05-19 00:00:00,Logística,Grande,Teams,Fiscal,durante reuniao empresa setor logistica porte grande diretor ti ressaltou utiliza principalmente modulo fiscal disse recebeu reclamacoes internas sobre qualidade suporte alem disso apresentado status atual plano implantacao time tecnico reforcou importancia manter base dados atualizada decisao dependera percepcao valor proximas semanas,1,0,0
342,T0343,2026-04-25 00:00:00,Varejo,Pequena,Google Meet,Fiscal,durante reuniao empresa setor varejo porte pequena lider operacoes declarou utiliza principalmente modulo fiscal demonstrou abertura piloto dashboard gerencial alem disso apresentado status atual plano implantacao cliente mencionou avaliando proposta comercial sap ficou combinado retornar plano acao nova demonstracao,0,0,1
343,T0344,2026-06-24 00:00:00,Logística,Média,,ERP,durante reuniao empresa setor logistica porte media time atendimento apontou utiliza principalmente modulo erp revisao indicadores serao acompanhados alem disso quer integrar crm erp ainda neste semestre equipe destacou importancia documentar bem processos internos proxima etapa sera consolidar requisitos priorizar entregas,0,1,0
344,T0345,2026-08-14 00:00:00,Construção,Média,Zoom,BI,durante reuniao empresa setor construcao porte media cliente relatou utiliza principalmente modulo bi disse time sobrecarregado retrabalho alem disso pediu proposta comercial modulo business intelligence equipe destacou importancia documentar bem processos internos ficou definido followup proxima quinzena,1,1,0
345,T0346,2026-06-25 00:00:00,Educação,Média,Zoom,Protheus,durante reuniao empresa setor educacao porte media time atendimento apontou utiliza principalmente modulo protheus equipe alinhou cronograma nova rodada testes alem disso perguntou sobre possibilidade contratar modulo rh comentou recebeu cotacao senior sistemas condicoes atrativas ficou definido followup proxima quinzena,0,1,1
346,T0347,2026-07-19 00:00:00,Serviços,Média,Presencial,Manufatura,durante reuniao empresa setor servicos porte media equipe comercial observou utiliza principalmente modulo manufatura discutidos responsaveis prazos proximos passos alem disso interesse ampliar uso sistema tambem apareceu necessidade melhorar visibilidade indicadores diretoria cliente espera melhoria perceptivel antes ampliar escopo,0,1,0
347,T0348,2026-04-02 00:00:00,Distribuição,Pequena,Google Meet,ERP,durante reuniao empresa setor distribuicao porte pequena cliente relatou utiliza principalmente modulo erp validada necessidade treinamento usuarioschave alem disso listadas pendencias proxima sprint comentou recebeu cotacao senior sistemas condicoes atrativas proxima etapa sera consolidar requisitos priorizar entregas,0,0,1
348,T0349,2026-08-13 00:00:00,Logística,Média,Teams,Fluig,durante reuniao empresa setor logistica porte media head tecnologia ressaltou utiliza principalmente modulo fluig avaliou contratar consultoria adicional acelerar implantacao alem disso disse recebeu reclamacoes internas sobre qualidade suporte cliente quer reduzir trabalho manual centralizar dados unica plataforma partes alinharam retorno ate duas semanas usuarios disseram processo atual manual lento pouco confiavel,1,1,0
349,T0350,2026-08-08 00:00:00,Educação,Pequena,Google Meet,Protheus,durante reuniao empresa setor educacao porte pequena analista ti afirmou utiliza principalmente modulo protheus alinhamento sobre proximos marcos cronograma alem disso perguntou sobre possibilidade contratar modulo rh equipe destacou importancia documentar bem processos internos cliente espera melhoria perceptivel antes ampliar escopo,0,1,0
